beleza_saude,1412089.53
relogios_presentes,1264333.12000001
cama_mesa_banho,1225209.26
esporte_lazer,1118256.91
informatica_acessorios,1032723.77
moveis_decoracao,880329.919999999
utilidades_domesticas,758392.249999998
cool_stuff,691680.89
automotivo,669454.749999999
ferramentas_jardim,567145.680000002
